единица,општина,место,регистрирани,гласале,валидни,ВМРО-ДПМНЕ и др.,СДСМ и др.,Алијанса за Албанците,БЕСА,ВМРО за Македонија,ДПА,ДУИ,КПП - Трет блок,ЛЕВИЦА,ЛП,ПДП
ИЕ 1,Сарај,2429,324,214,210,1,105,7,25,0,2,69,0,0,1,
ИЕ 1,Сарај,2430,743,372,367,0,77,49,49,0,60,132,0,0,0,
ИЕ 1,Сарај,2430/1,594,316,310,0,40,34,23,0,54,159,0,0,0,
ИЕ 1,Сарај,2431,737,495,474,69,124,61,55,7,5,152,0,1,0,
ИЕ 1,Сарај,2431/1,503,287,273,36,69,38,46,3,6,73,1,1,0,
ИЕ 1,Сарај,2432,958,565,557,11,72,94,177,0,19,184,0,0,0,
ИЕ 1,Сарај,2433,584,304,296,45,50,19,61,1,8,112,0,0,0,
ИЕ 1,Сарај,2433/1,621,356,348,47,51,33,87,6,16,107,0,1,0,
ИЕ 1,Сарај,2434,599,380,373,17,57,50,89,0,22,136,1,1,0,
ИЕ 1,Сарај,2434/1,511,343,334,15,34,46,127,1,11,98,1,1,0,
ИЕ 1,Сарај,2435,842,478,467,40,198,39,97,0,12,81,0,0,0,
ИЕ 1,Сарај,2435/1,697,396,383,13,165,51,64,0,9,80,0,0,1,
ИЕ 1,Сарај,2436,844,474,464,0,144,79,100,1,22,117,1,0,0,
ИЕ 1,Сарај,2437,883,492,485,3,125,52,86,1,31,185,0,2,0,
ИЕ 1,Сарај,2438,772,614,606,1,41,54,58,0,31,420,0,0,1,
ИЕ 1,Сарај,2438/1,615,505,503,0,49,51,109,0,3,291,0,0,0,
ИЕ 1,Сарај,2439,964,695,687,152,283,37,42,3,14,149,7,0,0,
ИЕ 1,Сарај,2440,374,272,263,58,103,4,0,4,1,81,0,12,0,
ИЕ 1,Сарај,2441,800,470,466,0,29,76,72,1,40,246,1,0,1,
ИЕ 1,Сарај,2442,655,394,392,1,19,87,72,0,38,175,0,0,0,
ИЕ 1,Сарај,2443,280,110,108,0,11,36,29,0,3,29,0,0,0,
ИЕ 1,Сарај,2444,186,103,103,0,21,5,23,0,4,50,0,0,0,
ИЕ 1,Сарај,2445,844,439,436,1,25,5,161,0,34,209,0,1,0,
ИЕ 1,Сарај,2446,966,585,573,0,17,7,220,0,32,297,0,0,0,
ИЕ 1,Сарај,2447,441,226,226,1,18,12,58,0,6,129,1,0,1,
ИЕ 1,Сарај,2447/1,581,277,269,0,19,8,73,0,6,163,0,0,0,
ИЕ 1,Сарај,2448,494,238,235,0,44,14,23,0,19,135,0,0,0,
ИЕ 1,Сарај,2449,410,275,272,0,55,13,42,0,7,155,0,0,0,
ИЕ 1,Сарај,2450,882,550,546,0,62,50,155,0,39,240,0,0,0,
ИЕ 1,Сарај,2451,750,445,438,0,36,47,128,1,83,142,0,1,0,
ИЕ 1,Сарај,2451/1,598,347,339,0,48,17,105,0,75,94,0,0,0,
ИЕ 1,Сарај,2452,893,544,540,4,102,68,127,0,105,134,0,0,0,
ИЕ 1,Сарај,2452/1,458,281,272,0,23,33,59,0,62,95,0,0,0,
ИЕ 1,Сарај,2453,734,484,480,1,54,86,87,0,94,155,0,1,2,
ИЕ 1,Сарај,2454,825,521,514,0,90,86,39,0,117,182,0,0,0,
ИЕ 1,Сарај,2455,624,390,382,0,36,73,74,0,23,175,1,0,0,
ИЕ 1,Сарај,2456,108,27,25,5,3,0,3,0,1,13,0,0,0,
ИЕ 1,Сарај,2457,830,355,349,0,11,18,20,1,92,207,0,0,0,
ИЕ 1,Сарај,2458,504,209,206,0,10,19,9,0,64,104,0,0,0,
ИЕ 1,Сарај,2458/1,433,182,178,0,5,16,12,0,53,90,0,0,2,
ИЕ 1,Сарај,2459,203,106,105,0,5,47,6,0,11,36,0,0,0,
ИЕ 1,Сарај,2460,551,330,326,2,70,32,56,2,23,141,0,0,0,
ИЕ 1,Сарај,2460/1,537,328,324,0,39,32,90,0,18,145,0,0,0,
ИЕ 1,Сарај,2461,906,556,552,0,53,51,157,0,21,269,0,1,0,
ИЕ 1,Сарај,ЗРД-72-1,67,53,52,3,22,2,3,0,9,13,0,0,0,
ИЕ 1,Сопиште,2412,38,22,22,11,9,0,0,0,0,2,0,0,0,
ИЕ 1,Сопиште,2413,302,194,193,90,96,0,0,1,2,3,1,0,0,
ИЕ 1,Сопиште,2414,41,31,29,28,1,0,0,0,0,0,0,0,0,
ИЕ 1,Сопиште,2415,523,348,344,5,105,13,68,0,59,92,1,0,1,
ИЕ 1,Сопиште,2416,576,410,409,9,37,117,66,0,126,54,0,0,0,
ИЕ 1,Сопиште,2417,10,5,5,1,2,0,2,0,0,0,0,0,0,
ИЕ 1,Сопиште,2418,4,1,1,1,0,0,0,0,0,0,0,0,0,
ИЕ 1,Сопиште,2419,562,472,455,274,133,0,0,20,1,0,20,4,3,
ИЕ 1,Сопиште,2420,203,161,156,90,47,0,0,9,0,0,1,5,4,
ИЕ 1,Сопиште,2421,328,268,266,165,81,0,0,7,0,0,13,0,0,
ИЕ 1,Сопиште,2422,492,417,405,253,128,0,0,11,2,0,8,2,1,
ИЕ 1,Сопиште,2423,620,538,523,324,165,0,0,10,1,2,16,4,1,
ИЕ 1,Сопиште,2423/1,728,633,607,385,182,0,0,15,1,1,11,11,1,
ИЕ 1,Сопиште,2424,455,166,166,1,44,88,17,0,5,11,0,0,0,
ИЕ 1,Сопиште,ЗРД-74-1,5,3,3,0,2,0,0,0,0,1,0,0,0,
ИЕ 1,Студеничани,2341,672,504,501,1,34,94,200,0,67,104,0,0,1,
ИЕ 1,Студеничани,2341/1,474,336,334,0,16,33,153,0,46,86,0,0,0,
ИЕ 1,Студеничани,2342,33,24,24,12,11,0,0,1,0,0,0,0,0,
ИЕ 1,Студеничани,2343,116,60,58,0,3,4,31,0,9,11,0,0,0,
ИЕ 1,Студеничани,2344,69,17,17,0,8,0,2,0,7,0,0,0,0,
ИЕ 1,Студеничани,2345,530,359,353,0,32,75,171,0,35,40,0,0,0,
ИЕ 1,Студеничани,2345/1,506,360,359,5,19,59,139,0,36,100,0,0,1,
ИЕ 1,Студеничани,2346,524,390,383,0,34,61,140,0,65,81,2,0,0,
ИЕ 1,Студеничани,2346/1,523,417,408,0,38,60,202,0,51,56,1,0,0,
ИЕ 1,Студеничани,2347,524,390,388,0,34,24,143,0,111,76,0,0,0,
ИЕ 1,Студеничани,2347/1,617,467,460,0,36,51,192,0,78,103,0,0,0,
ИЕ 1,Студеничани,2348,704,458,453,23,120,54,59,1,93,102,0,1,0,
ИЕ 1,Студеничани,2348/1,686,466,447,10,77,64,115,1,113,66,1,0,0,
ИЕ 1,Студеничани,2349,729,393,389,16,154,10,88,0,59,62,0,0,0,
ИЕ 1,Студеничани,2349/1,674,392,386,52,157,14,39,0,63,60,1,0,0,
ИЕ 1,Студеничани,2350,681,343,340,27,118,15,59,0,78,43,0,0,0,
ИЕ 1,Студеничани,2350/1,693,405,394,29,149,19,67,0,98,31,1,0,0,
ИЕ 1,Студеничани,2351,761,431,416,71,205,5,33,3,46,53,0,0,0,
ИЕ 1,Студеничани,2351/1,745,366,352,61,201,12,24,0,23,31,0,0,0,
ИЕ 1,Студеничани,2352,379,197,194,0,61,6,36,0,65,23,3,0,0,
ИЕ 1,Студеничани,2353,683,452,445,189,196,0,6,0,39,15,0,0,0,
ИЕ 1,Студеничани,2353/1,664,444,438,157,222,0,0,1,54,4,0,0,0,
ИЕ 1,Студеничани,2354,206,110,110,10,54,0,0,0,2,33,0,11,0,
ИЕ 1,Студеничани,2355,271,147,146,0,7,7,93,0,28,11,0,0,0,
ИЕ 1,Студеничани,2356,35,10,10,0,4,0,1,0,1,4,0,0,0,
ИЕ 1,Студеничани,2357,19,0,0,0,0,0,0,0,0,0,0,0,0,
ИЕ 1,Студеничани,2358,820,478,472,22,360,0,14,0,56,20,0,0,0,
ИЕ 1,Студеничани,2359,563,85,85,0,42,5,5,0,28,5,0,0,0,
ИЕ 1,Студеничани,2359/1,508,60,58,0,21,10,11,0,15,1,0,0,0,
ИЕ 1,Студеничани,2360,69,36,36,0,28,0,0,0,8,0,0,0,0,
ИЕ 1,Студеничани,2361,239,90,90,1,65,0,0,0,3,21,0,0,0,
ИЕ 1,Студеничани,ЗРД-78-1,26,16,16,0,9,0,1,0,4,2,0,0,0,
ИЕ 1,Центар,2796,533,418,406,160,203,0,0,7,0,1,15,18,2,
ИЕ 1,Центар,2796/1,536,396,388,163,198,0,0,7,2,0,10,6,2,
ИЕ 1,Центар,2797,487,410,404,126,246,0,0,5,0,1,8,13,5,
ИЕ 1,Центар,2797/1,511,410,397,110,270,0,0,6,0,0,2,5,4,
ИЕ 1,Центар,2798,429,343,333,85,219,0,0,13,0,3,2,8,3,
ИЕ 1,Центар,2799,792,630,615,189,367,0,1,27,2,0,8,17,4,
ИЕ 1,Центар,2800,837,659,647,239,363,0,0,16,0,0,16,10,3,
ИЕ 1,Центар,2801,767,597,583,212,339,0,0,10,0,0,8,11,3,
ИЕ 1,Центар,2802,1024,814,783,268,460,1,0,11,1,3,11,24,4,
ИЕ 1,Центар,2803,286,203,201,67,116,0,0,8,0,0,4,6,0,
ИЕ 1,Центар,2804,352,268,260,91,139,0,0,7,1,0,7,9,6,
ИЕ 1,Центар,2805,624,506,493,155,297,0,0,4,1,1,12,19,4,
ИЕ 1,Центар,2805/1,582,461,443,134,272,0,0,9,0,0,11,17,0,
ИЕ 1,Центар,2806,501,397,387,116,240,1,0,12,0,0,9,7,2,
ИЕ 1,Центар,2806/1,516,423,414,114,264,0,2,5,0,0,8,13,8,
ИЕ 1,Центар,2807,741,591,574,177,358,0,0,10,0,1,5,19,4,
ИЕ 1,Центар,2808,713,572,555,165,356,1,0,8,0,2,10,9,4,
ИЕ 1,Центар,2809,427,348,340,58,258,0,0,7,1,0,4,10,2,
ИЕ 1,Центар,2810,673,523,509,137,335,0,0,6,0,0,10,17,4,
ИЕ 1,Центар,2811,630,500,480,123,326,0,0,4,1,0,9,12,5,
ИЕ 1,Центар,2812,538,421,416,127,259,0,0,8,0,0,6,13,3,
ИЕ 1,Центар,2813,536,425,414,146,233,0,0,7,0,1,8,17,2,
ИЕ 1,Центар,2814,354,272,269,81,167,0,0,6,0,0,2,10,3,
ИЕ 1,Центар,2815,368,284,280,65,198,0,0,5,0,0,4,4,4,
ИЕ 1,Центар,2816,426,308,302,92,185,0,0,1,1,0,9,9,5,
ИЕ 1,Центар,2817,593,484,468,112,318,1,0,1,0,2,10,22,2,
ИЕ 1,Центар,2818,304,234,230,54,156,0,0,4,0,0,2,11,3,
ИЕ 1,Центар,2822,246,160,156,45,100,0,2,0,0,0,1,6,2,
ИЕ 1,Центар,2828,858,574,562,157,199,20,64,7,43,53,5,10,4,
ИЕ 1,Центар,2830,603,428,411,221,168,1,0,7,3,0,2,7,2,
ИЕ 1,Центар,2831,641,480,462,249,185,0,1,13,1,0,1,11,1,
ИЕ 1,Центар,2832,826,630,607,261,296,1,0,23,0,0,9,12,5,
ИЕ 1,Центар,2833,455,357,348,139,180,0,0,14,0,0,5,6,4,
ИЕ 1,Центар,2834,463,354,343,135,176,3,1,11,1,1,4,5,6,
ИЕ 1,Центар,2835,316,233,228,84,122,0,0,5,0,2,3,9,3,
ИЕ 1,Центар,2836,325,257,252,92,137,0,0,2,3,1,4,12,1,
ИЕ 1,Центар,2837,229,177,173,45,107,1,0,5,1,0,10,2,2,
ИЕ 1,Центар,2838,245,188,179,45,108,0,2,4,2,0,5,12,1,
ИЕ 1,Центар,2839,578,448,444,144,259,0,0,11,1,0,9,17,3,
ИЕ 1,Центар,2840,193,141,134,31,85,0,0,8,0,1,4,2,3,
ИЕ 1,Центар,2841,385,313,305,73,201,0,0,3,1,0,9,15,3,
ИЕ 1,Центар,2842,688,560,543,182,312,0,0,14,0,0,6,23,6,
ИЕ 1,Центар,2842/1,658,508,490,146,298,0,0,16,0,2,6,20,2,
ИЕ 1,Центар,2843,512,415,403,142,216,0,1,10,0,0,8,22,4,
ИЕ 1,Центар,2843/1,599,463,447,157,251,0,0,5,0,0,12,17,5,
ИЕ 1,Центар,2844,655,515,503,157,292,0,0,17,0,0,14,19,4,
ИЕ 1,Центар,2844/1,605,469,453,155,267,0,0,7,0,1,8,11,4,
ИЕ 1,Центар,2845,909,722,713,215,441,0,0,11,2,2,18,20,4,
ИЕ 1,Центар,2846,956,730,706,245,392,0,1,23,1,0,12,27,5,
ИЕ 1,Центар,2847,633,515,502,162,305,0,0,8,0,0,9,17,1,
ИЕ 1,Центар,2847/1,501,400,386,106,244,0,0,3,0,0,12,20,1,
ИЕ 1,Центар,2848,340,282,275,60,190,0,2,10,0,0,7,4,2,
ИЕ 1,Центар,2849,444,348,336,100,204,0,0,5,0,0,6,20,1,
ИЕ 1,Центар,2850,411,324,308,75,216,0,0,3,0,0,10,3,1,
ИЕ 1,Центар,2851,370,290,282,84,184,0,0,1,0,0,4,8,1,
ИЕ 1,Центар,2852,270,191,181,53,112,0,0,2,1,0,1,11,1,
ИЕ 1,Центар,2853,332,254,251,82,152,0,0,7,0,0,4,5,1,
ИЕ 1,Центар,2854,637,474,463,136,287,0,2,9,0,1,9,15,4,
ИЕ 1,Центар,2855,738,600,590,162,390,0,0,8,0,0,3,20,7,
ИЕ 1,Центар,2856,714,586,575,145,374,1,0,12,1,0,13,22,7,
ИЕ 1,Центар,2857,604,475,467,124,308,0,0,6,0,1,13,14,1,
ИЕ 1,Центар,2858,245,196,194,55,128,0,0,4,0,0,2,4,1,
ИЕ 1,Центар,2859,330,261,258,79,160,0,0,5,0,0,3,5,6,
ИЕ 1,Центар,2860,848,676,655,221,394,0,0,13,1,0,3,17,6,
ИЕ 1,Центар,2861,574,444,436,146,253,0,0,8,0,0,10,15,4,
ИЕ 1,Центар,2861/1,641,521,506,171,283,0,0,11,0,0,9,27,5,
ИЕ 1,Центар,2862,709,574,555,182,327,0,0,11,0,0,9,21,5,
ИЕ 1,Центар,2863,584,453,433,123,281,0,0,6,0,0,8,11,4,
ИЕ 1,Центар,2864,394,330,316,78,211,0,0,12,0,0,3,7,5,
ИЕ 1,Центар,2865,664,511,500,168,277,0,0,13,0,0,16,22,4,
ИЕ 1,Центар,2866,670,528,513,133,336,0,0,12,0,0,11,19,2,
ИЕ 1,Центар,2867,602,455,437,124,275,2,0,4,1,0,9,17,5,
ИЕ 1,Центар,2867/1,396,299,292,75,189,0,0,6,0,0,8,13,1,
ИЕ 1,Центар,2868,499,393,380,104,231,1,0,8,0,1,14,15,6,
ИЕ 1,Центар,2870,632,380,356,177,119,0,21,4,0,28,3,3,1,
ИЕ 1,Центар,2870/1,491,275,265,117,106,2,16,1,1,20,1,1,0,
ИЕ 1,Центар,2871,544,328,312,93,121,8,56,2,8,20,2,1,1,
ИЕ 1,Центар,2871/1,453,274,264,87,88,1,37,1,18,20,1,11,0,
ИЕ 1,Центар,ЗРД-81-1,71,61,61,27,31,0,0,2,0,0,1,0,0,
ИЕ 1,Чаир,2819,431,257,254,33,52,18,100,0,11,35,1,3,1,
ИЕ 1,Чаир,2819/1,503,341,330,37,132,4,82,3,3,60,3,4,2,
ИЕ 1,Чаир,2820,543,358,339,52,156,7,78,6,4,30,3,2,1,
ИЕ 1,Чаир,2821,401,233,219,15,41,15,89,0,19,36,0,3,1,
ИЕ 1,Чаир,2823,425,275,254,9,63,11,88,0,51,32,0,0,0,
ИЕ 1,Чаир,2824,903,538,500,29,116,27,169,1,49,103,3,3,0,
ИЕ 1,Чаир,2825,704,468,458,71,154,6,97,2,23,98,4,1,2,
ИЕ 1,Чаир,2826,577,305,297,23,88,8,94,2,12,67,0,1,2,
ИЕ 1,Чаир,2826/1,528,333,327,30,79,8,110,1,11,83,3,1,1,
ИЕ 1,Чаир,2827,902,550,526,18,146,11,172,3,45,128,1,1,1,
ИЕ 1,Чаир,2829,553,346,341,43,106,14,77,3,9,88,0,1,0,
ИЕ 1,Чаир,2829/1,642,452,438,40,157,26,116,1,14,80,0,3,1,
ИЕ 1,Чаир,2869,534,377,369,24,94,13,162,2,8,64,1,1,0,
ИЕ 1,Чаир,2869/1,510,326,317,33,77,14,146,0,11,33,0,0,3,
ИЕ 1,Чаир,2872,755,390,374,99,83,11,89,4,23,59,1,1,4,
ИЕ 1,Чаир,2873,453,202,180,119,25,0,0,0,0,36,0,0,0,
ИЕ 1,Чаир,2873/1,457,177,157,67,54,0,3,3,2,27,1,0,0,
ИЕ 1,Чаир,2874,573,230,209,80,65,0,1,2,2,59,0,0,0,
ИЕ 1,Чаир,2874/1,582,228,191,98,37,1,1,2,0,52,0,0,0,
ИЕ 1,Чаир,2875,764,482,460,130,155,9,87,4,32,38,2,2,1,
ИЕ 1,Чаир,2876,592,372,368,65,122,17,90,3,25,38,3,5,0,
ИЕ 1,Чаир,2876/1,500,320,314,66,123,8,62,4,6,37,7,1,0,
ИЕ 1,Чаир,2877,476,306,302,19,49,22,95,1,54,62,0,0,0,
ИЕ 1,Чаир,2877/1,506,332,321,12,66,13,98,2,51,78,1,0,0,
ИЕ 1,Чаир,2878,827,484,473,43,126,20,150,2,57,72,1,1,1,
ИЕ 1,Чаир,2879,678,437,421,11,71,10,109,1,32,187,0,0,0,
ИЕ 1,Чаир,2880,761,501,486,63,94,10,139,4,24,147,2,1,2,
ИЕ 1,Чаир,2881,577,411,392,60,87,15,92,10,32,95,0,1,0,
ИЕ 1,Чаир,2882,662,449,431,123,138,8,60,6,24,59,4,7,2,
ИЕ 1,Чаир,2883,427,291,283,49,79,13,93,0,12,33,2,2,0,
ИЕ 1,Чаир,2884,522,385,367,0,18,8,106,0,85,150,0,0,0,
ИЕ 1,Чаир,2884/1,513,343,333,0,34,11,87,0,113,88,0,0,0,
ИЕ 1,Чаир,2885,866,570,553,11,98,28,183,0,64,167,0,2,0,
ИЕ 1,Чаир,2886,509,317,301,1,39,27,125,0,30,78,0,0,1,
ИЕ 1,Чаир,2886/1,480,284,277,7,22,34,101,1,46,66,0,0,0,
ИЕ 1,Чаир,2887,516,339,335,0,47,38,122,0,29,99,0,0,0,
ИЕ 1,Чаир,2887/1,584,375,369,0,57,1,135,0,66,90,20,0,0,
ИЕ 1,Чаир,2888,524,307,292,7,80,12,56,0,31,104,0,2,0,
ИЕ 1,Чаир,2888/1,526,341,326,20,64,24,79,1,33,105,0,0,0,
ИЕ 1,Чаир,2889,409,290,279,29,53,20,102,0,19,56,0,0,0,
ИЕ 1,Чаир,2889/1,450,300,289,44,66,23,89,1,20,43,1,1,1,
ИЕ 1,Чаир,2890,742,519,504,52,118,5,140,1,31,157,0,0,0,
ИЕ 1,Чаир,2891,754,537,509,45,117,38,147,2,12,146,0,2,0,
ИЕ 1,Чаир,2892,878,579,557,65,112,44,164,3,45,116,0,7,1,
ИЕ 1,Чаир,2893,458,272,257,2,38,30,97,0,13,76,0,0,1,
ИЕ 1,Чаир,2893/1,497,306,291,6,26,24,122,0,22,91,0,0,0,
ИЕ 1,Чаир,2894,781,477,470,26,102,22,184,2,44,85,1,2,2,
ИЕ 1,Чаир,2895,864,517,496,9,81,24,180,1,54,147,0,0,0,
ИЕ 1,Чаир,2896,617,430,415,1,59,32,196,0,30,96,1,0,0,
ИЕ 1,Чаир,2897,674,455,433,40,119,26,93,4,28,119,2,1,1,
ИЕ 1,Чаир,2898,774,476,437,23,85,16,148,0,46,114,2,3,0,
ИЕ 1,Чаир,ЗРД-83-1,122,104,102,9,57,0,6,1,10,19,0,0,0,
ИЕ 2,Арачиново,2333,549,352,343,0,120,31,64,0,5,119,3,1,0,
ИЕ 2,Арачиново,2333/1,685,415,409,1,170,65,46,0,23,104,0,0,0,
ИЕ 2,Арачиново,2334,782,520,516,0,241,44,81,0,13,135,2,0,0,
ИЕ 2,Арачиново,2334/1,460,247,242,0,104,45,37,0,12,43,1,0,0,
ИЕ 2,Арачиново,2335,615,361,357,0,128,23,85,0,19,101,0,1,0,
ИЕ 2,Арачиново,2335/1,687,445,439,0,206,44,73,0,18,98,0,0,0,
ИЕ 2,Арачиново,2336,849,503,501,0,215,85,43,0,25,133,0,0,0,
ИЕ 2,Арачиново,2336/1,616,425,419,2,115,93,61,0,13,134,1,0,0,
ИЕ 2,Арачиново,2337,685,409,402,2,177,76,42,0,31,73,0,0,1,
ИЕ 2,Арачиново,2337/1,661,413,405,1,142,57,67,0,50,88,0,0,0,
ИЕ 2,Арачиново,2338,679,405,401,0,149,56,89,0,9,97,1,0,0,
ИЕ 2,Арачиново,2339,665,425,420,4,193,37,26,1,11,148,0,0,0,
ИЕ 2,Арачиново,2340,892,456,453,0,79,67,79,0,45,182,1,0,0,
ИЕ 2,Арачиново,ЗРД-10-2,32,23,23,5,13,0,1,0,3,1,0,0,0,
ИЕ 2,Бутел,2904,642,482,458,249,181,0,0,10,3,1,8,3,3,
ИЕ 2,Бутел,2904/1,716,521,491,289,174,0,0,10,0,5,8,5,0,
ИЕ 2,Бутел,2905,505,393,379,222,102,4,1,7,2,8,26,5,2,
ИЕ 2,Бутел,2905/1,541,434,421,235,144,2,8,12,2,4,7,7,0,
ИЕ 2,Бутел,2906,949,708,683,372,230,4,2,15,5,5,23,18,9,
ИЕ 2,Бутел,2907,515,401,384,173,151,1,13,4,4,20,11,6,1,
ИЕ 2,Бутел,2907/1,563,408,398,180,134,1,30,8,4,19,15,3,4,
ИЕ 2,Бутел,2908,974,725,704,335,278,5,1,28,10,16,21,8,2,
ИЕ 2,Бутел,2909,485,358,355,118,175,4,18,9,5,5,9,8,4,
ИЕ 2,Бутел,2909/1,512,381,364,145,157,5,15,5,3,18,6,4,6,
ИЕ 2,Бутел,2910,595,434,426,205,147,13,8,7,8,14,18,1,5,
ИЕ 2,Бутел,2911,487,379,364,154,138,6,13,5,9,17,13,8,1,
ИЕ 2,Бутел,2911/1,487,373,360,155,142,8,13,5,6,12,13,5,1,
ИЕ 2,Бутел,2912,909,638,618,248,246,13,43,18,10,17,17,5,1,
ИЕ 2,Бутел,2913,946,661,642,180,245,13,41,5,11,102,35,7,3,
ИЕ 2,Бутел,2914,519,350,340,75,79,22,71,1,27,61,1,2,1,
ИЕ 2,Бутел,2914/1,532,337,326,56,115,15,77,2,12,46,2,0,1,
ИЕ 2,Бутел,2915,910,644,622,91,186,28,110,6,18,176,3,3,1,
ИЕ 2,Бутел,2915/1,896,633,609,140,224,20,76,8,17,115,3,5,1,
ИЕ 2,Бутел,2918,519,287,276,52,116,20,41,0,8,33,2,1,3,
ИЕ 2,Бутел,2918/1,545,324,307,73,111,23,58,2,12,19,3,4,2,
ИЕ 2,Бутел,2919,538,385,381,153,102,14,49,10,5,36,5,5,2,
ИЕ 2,Бутел,2919/1,556,410,390,177,120,14,26,9,5,28,6,4,1,
ИЕ 2,Бутел,2920,482,309,302,57,125,16,52,3,2,40,1,6,0,
ИЕ 2,Бутел,2920/1,540,346,341,79,149,15,20,1,12,47,3,13,2,
ИЕ 2,Бутел,2921,507,343,332,87,121,14,51,6,17,30,4,2,0,
ИЕ 2,Бутел,2921/1,511,329,315,79,113,15,50,2,16,33,2,3,2,
ИЕ 2,Бутел,2923,928,619,600,120,221,38,103,1,20,86,2,6,3,
ИЕ 2,Бутел,2929,879,657,643,217,276,11,67,4,13,37,8,10,0,
ИЕ 2,Бутел,2930,914,662,635,182,235,16,109,4,8,64,5,9,3,
ИЕ 2,Бутел,2931,774,578,558,224,179,43,50,2,7,34,6,9,4,
ИЕ 2,Бутел,2932,897,594,574,202,189,24,75,2,11,54,8,9,0,
ИЕ 2,Бутел,2933,552,384,373,122,153,7,52,0,5,21,8,5,0,
ИЕ 2,Бутел,2946,860,666,650,296,295,0,0,13,0,2,23,16,5,
ИЕ 2,Бутел,2947,934,738,715,282,365,0,0,11,0,1,30,21,5,
ИЕ 2,Бутел,2948,936,701,666,315,294,2,0,23,0,0,20,7,5,
ИЕ 2,Бутел,2948/1,1006,732,704,327,309,1,2,11,5,0,25,14,10,
ИЕ 2,Бутел,2949,898,709,691,285,337,1,0,13,0,1,21,26,7,
ИЕ 2,Бутел,2950,722,549,527,303,183,0,3,20,1,0,9,6,2,
ИЕ 2,Бутел,2950/1,811,619,593,344,202,0,0,23,1,0,14,7,2,
ИЕ 2,Бутел,2951,652,513,502,361,108,0,5,9,0,0,10,4,5,
ИЕ 2,Бутел,2951/1,671,528,514,364,120,1,1,10,2,0,10,5,1,
ИЕ 2,Бутел,2952,879,761,734,616,64,0,0,19,0,0,32,3,0,
ИЕ 2,Бутел,2953,852,604,604,2,42,31,251,0,28,249,0,0,1,
ИЕ 2,Бутел,2954,1007,738,732,0,47,44,287,0,30,323,0,0,1,
ИЕ 2,Бутел,ЗРД-17-2,48,36,35,6,21,0,1,0,1,5,1,0,0,
ИЕ 2,Гази Баба,2332,341,308,302,264,19,0,0,16,0,0,0,1,2,
ИЕ 2,Гази Баба,2476,582,473,451,206,205,0,0,3,1,3,5,17,11,
ИЕ 2,Гази Баба,2476/1,412,306,299,133,137,0,3,1,0,0,4,15,6,
ИЕ 2,Гази Баба,2477,672,546,531,235,243,0,1,9,0,1,13,14,15,
ИЕ 2,Гази Баба,2478,724,573,557,276,238,0,3,4,0,1,7,21,7,
ИЕ 2,Гази Баба,2479,410,309,301,123,140,3,7,7,0,10,2,6,3,
ИЕ 2,Гази Баба,2480,911,691,655,302,297,0,0,7,1,1,28,12,7,
ИЕ 2,Гази Баба,2481,561,421,391,212,155,0,0,9,0,0,3,10,2,
ИЕ 2,Гази Баба,2482,524,409,383,244,120,0,0,3,4,0,3,3,6,
ИЕ 2,Гази Баба,2483,321,243,237,162,65,0,0,3,0,0,3,2,2,
ИЕ 2,Гази Баба,2484,317,245,238,145,80,0,0,3,0,0,4,2,4,
ИЕ 2,Гази Баба,2485,600,454,441,234,171,0,1,6,1,1,8,14,5,
ИЕ 2,Гази Баба,2486,738,544,529,307,187,1,2,15,0,2,2,11,2,
ИЕ 2,Гази Баба,2487,609,469,453,231,184,0,0,17,0,0,9,10,2,
ИЕ 2,Гази Баба,2488,351,272,263,113,125,0,0,7,0,0,6,7,5,
ИЕ 2,Гази Баба,2489,672,535,523,270,218,0,0,6,0,0,12,8,9,
ИЕ 2,Гази Баба,2490,633,492,473,179,242,1,1,16,0,2,10,15,7,
ИЕ 2,Гази Баба,2491,915,756,732,476,205,4,0,27,1,0,8,8,3,
ИЕ 2,Гази Баба,2492,896,619,602,379,178,10,0,10,2,0,11,11,1,
ИЕ 2,Гази Баба,2493,544,366,356,211,125,0,2,6,0,0,5,7,0,
ИЕ 2,Гази Баба,2493/1,514,362,346,170,150,0,0,13,1,2,2,4,4,
ИЕ 2,Гази Баба,2494,309,251,245,133,89,0,0,3,0,1,7,11,1,
ИЕ 2,Гази Баба,2495,935,626,608,338,207,3,1,24,1,0,15,12,7,
ИЕ 2,Гази Баба,2496,478,379,367,182,148,3,7,8,4,2,5,5,3,
ИЕ 2,Гази Баба,2497,660,487,476,234,193,1,3,17,0,2,8,12,6,
ИЕ 2,Гази Баба,2498,990,776,731,365,298,1,1,25,0,3,10,24,4,
ИЕ 2,Гази Баба,2499,513,406,387,203,131,4,5,14,5,10,7,8,0,
ИЕ 2,Гази Баба,2499/1,621,480,453,221,208,0,3,6,1,0,3,8,3,
ИЕ 2,Гази Баба,2500,657,485,462,225,180,1,4,17,2,10,8,15,0,
ИЕ 2,Гази Баба,2501,895,657,640,280,303,5,9,16,2,2,8,12,3,
ИЕ 2,Гази Баба,2502,537,384,370,181,155,0,6,10,0,1,6,7,4,
ИЕ 2,Гази Баба,2503,475,282,275,126,89,6,12,5,16,6,5,9,1,
ИЕ 2,Гази Баба,2503/1,588,409,400,157,170,3,30,3,7,16,3,11,0,
ИЕ 2,Гази Баба,2504,683,484,475,183,209,18,23,5,6,14,3,12,2,
